seed,layer,epsilon,cc,tag,mode,K,N,component,label,label_is_parse_error,mean_abs_score,winner_freq,mean_share,evr
0,13,1.0,disambig,flip,chosen,10,200,3,MANUAL,False,0.0864047259092331,0.07000000029802322,0.09864574670791626,0.047468192875385284
0,13,1.0,disambig,flip,chosen,10,200,4,MANUAL,False,0.08319377154111862,0.0949999988079071,0.09776589274406433,0.043262530118227005
0,13,1.0,disambig,flip,chosen,10,200,5,MANUAL,False,0.07028570026159286,0.03999999910593033,0.08071425557136536,0.032057687640190125
0,13,1.0,disambig,flip,chosen,10,200,6,MANUAL,False,0.06550811976194382,0.029999999329447746,0.0754208192229271,0.026811394840478897
0,13,1.0,disambig,flip,chosen,10,200,7,MANUAL,False,0.057631149888038635,0.019999999552965164,0.06442178040742874,0.023475367575883865
0,13,1.0,disambig,flip,chosen,10,200,8,MANUAL,False,0.05649862438440323,0.0,0.06395754963159561,0.020398112013936043
0,13,1.0,disambig,flip,chosen,10,200,9,MANUAL,False,0.05473906174302101,0.009999999776482582,0.06419246643781662,0.018963033333420753
0,13,1.0,disambig,flip,rejected,10,200,0,MANUAL,False,0.1485685557126999,0.3149999976158142,0.1750538945198059,0.14773020148277283
0,13,1.0,disambig,flip,rejected,10,200,1,MANUAL,False,0.12573499977588654,0.22499999403953552,0.14977064728736877,0.10871387273073196
0,13,1.0,disambig,flip,rejected,10,200,2,MANUAL,False,0.09674737602472305,0.11500000208616257,0.11447631567716599,0.06094998121261597
0,13,1.0,disambig,flip,rejected,10,200,3,MANUAL,False,0.09167072921991348,0.125,0.11219395697116852,0.05585931986570358
0,13,1.0,disambig,flip,rejected,10,200,4,MANUAL,False,0.08027391135692596,0.07500000298023224,0.09739401936531067,0.04395197331905365
0,13,1.0,disambig,flip,rejected,10,200,6,MANUAL,False,0.06455744057893753,0.04500000178813934,0.07959631085395813,0.028343969956040382
0,13,1.0,disambig,flip,rejected,10,200,7,MANUAL,False,0.059475697576999664,0.009999999776482582,0.07082463055849075,0.023392383009195328
0,13,1.0,disambig,flip,rejected,10,200,5,MANUAL,False,0.05904727056622505,0.019999999552965164,0.06907719373703003,0.035415682941675186
0,13,1.0,disambig,flip,rejected,10,200,8,MANUAL,False,0.05482747033238411,0.03500000014901161,0.06721875816583633,0.021609345450997353
0,13,1.0,disambig,flip,rejected,10,200,9,MANUAL,False,0.05157436802983284,0.03500000014901161,0.0643942728638649,0.01896451786160469
0,13,1.0,disambig,noflip,chosen,10,200,0,MANUAL,False,0.40675774216651917,0.7749999761581421,0.2910018265247345,0.2750299572944641
0,13,1.0,disambig,noflip,chosen,10,200,1,MANUAL,False,0.18142272531986237,0.07500000298023224,0.11968118697404861,0.08175981789827347
0,13,1.0,disambig,noflip,chosen,10,200,3,MANUAL,False,0.14407816529273987,0.03999999910593033,0.11568138003349304,0.043156739324331284
0,13,1.0,disambig,noflip,chosen,10,200,2,MANUAL,False,0.14150112867355347,0.054999999701976776,0.08984342217445374,0.05488517880439758
0,13,1.0,disambig,noflip,chosen,10,200,4,MANUAL,False,0.11038348078727722,0.02500000037252903,0.07254382222890854,0.03378571569919586
0,13,1.0,disambig,noflip,chosen,10,200,5,MANUAL,False,0.10633789002895355,0.014999999664723873,0.07179245352745056,0.026463964954018593
0,13,1.0,disambig,noflip,chosen,10,200,7,MANUAL,False,0.09767375886440277,0.0,0.06625796109437943,0.022783808410167694
0,13,1.0,disambig,noflip,chosen,10,200,6,MANUAL,False,0.094584159553051,0.009999999776482582,0.061772365123033524,0.025339992716908455
0,13,1.0,disambig,noflip,chosen,10,200,8,MANUAL,False,0.08534672111272812,0.004999999888241291,0.0567161999642849,0.01952756941318512
0,13,1.0,disambig,noflip,chosen,10,200,9,MANUAL,False,0.08344320207834244,0.0,0.054709360003471375,0.018887072801589966
0,13,1.0,disambig,noflip,rejected,10,200,0,MANUAL,False,0.464537113904953,0.8299999833106995,0.3330889046192169,0.32297173142433167
