direction_id,direction_source_dataset,direction_component,direction_label,direction_is_global_baseline,target_dataset,alpha,clean_margin_bin,n_examples,n_base,flip_rate,flip_rate_ci_lo,flip_rate_ci_hi,mean_delta_margin,mean_delta_margin_ci_lo,mean_delta_margin_ci_hi,mean_clean_margin,mean_adv_margin
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,0.5,<0.25,10,6,0.0,0.0,0.0,-0.01768798828125,-0.0877252197265625,0.0368896484375,0.05638427734375,0.0386962890625
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,0.5,<0.25,22,14,0.07142857142857142,0.0,0.21428571428571427,0.019886363636363636,-0.006427556818181816,0.04261363636363636,0.03977272727272727,0.05965909090909091
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,0.5,>=2.0,30,7,0.0,0.0,0.0,0.19248860677083332,0.10650939941406251,0.25968933105468744,-1.5321614583333334,-1.3396728515625
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,0.5,>=2.0,38,33,0.0,0.0,0.0,-0.08224326685855263,-0.12217985454358553,-0.034955637078536196,2.8564645867598686,2.774221319901316
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,0.5,>=2.0,51,46,0.0,0.0,0.0,-0.13242474724264705,-0.1672906613817402,-0.0938818838082108,3.7182377833946076,3.585813036151961
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,0.5,>=2.0,30,24,0.0,0.0,0.0,-0.09111111958821615,-0.15621040980021159,-0.024174868265787797,2.292295201619466,2.20118408203125
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,0.5,>=2.0,7,5,0.0,0.0,0.0,-0.044642857142857144,-0.08035714285714286,-0.008928571428571428,1.0602678571428572,1.015625
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,0.5,"[0.25,0.5)",9,4,0.0,0.0,0.0,0.10451592339409722,0.03444595336914063,0.17899441189236104,-0.07527330186631945,0.029242621527777776
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,0.5,"[0.25,0.5)",9,2,0.0,0.0,0.0,0.0224609375,0.0018337673611111118,0.044270833333333336,-0.20225694444444445,-0.17979600694444445
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,0.5,"[0.25,0.5)",4,0,0.0,,,0.0439453125,-0.04296875,0.130859375,-0.333251953125,-0.289306640625
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,0.5,"[0.25,0.5)",22,11,0.0,0.0,0.0,-0.015247691761363636,-0.05318326083096591,0.021571488813920424,-0.002108487215909091,-0.017356178977272728
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,0.5,"[0.25,0.5)",21,7,0.0,0.0,0.0,0.020833333333333332,-0.019345238095238096,0.05654761904761905,-0.11904761904761904,-0.09821428571428571
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,0.5,"[0.5,1.0)",27,16,0.0,0.0,0.0,0.08177919741030093,0.03718400178132234,0.12907816569010416,0.13285432038483797,0.2146335177951389
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,0.5,"[0.5,1.0)",22,14,0.0,0.0,0.0,-0.031915838068181816,-0.06172651811079545,-0.0015702681107954597,0.2129794034090909,0.1810635653409091
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,0.5,"[0.5,1.0)",15,10,0.0,0.0,0.0,-0.00313720703125,-0.046255391438802085,0.04111348470052083,0.25592041015625,0.252783203125
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,0.5,"[0.5,1.0)",19,16,0.0,0.0,0.0,-0.005319695723684211,-0.033943336888363485,0.027218146073190785,0.5571835166529605,0.5518638209292763
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,0.5,"[0.5,1.0)",21,10,0.0,0.0,0.0,-0.01711309523809524,-0.05172991071428571,0.019345238095238096,-0.031994047619047616,-0.049107142857142856
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,0.5,"[1.0,2.0)",26,8,0.0,0.0,0.0,0.14859713040865385,0.07299663837139422,0.21714547964242786,-0.5073336087740384,-0.35873647836538464
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,0.5,"[1.0,2.0)",22,15,0.0,0.0,0.0,-0.015336470170454546,-0.04714078036221591,0.02014659534801134,0.4691716974431818,0.4538352272727273
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,0.5,"[1.0,2.0)",21,15,0.0,0.0,0.0,-0.002445039295014881,-0.03345465887160528,0.029058365594773032,0.761199224562872,0.7587541852678571
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,0.5,"[1.0,2.0)",19,15,0.0,0.0,0.0,-0.025250886615953948,-0.06060542056435033,0.012328137849506537,0.8549435264185855,0.8296926398026315
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,0.5,"[1.0,2.0)",29,14,0.0,0.0,0.0,-0.0010775862068965517,-0.03178879310344827,0.029094827586206896,0.004310344827586207,0.003232758620689655
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,1.0,<0.25,8,3,0.0,0.0,0.0,0.291015625,0.155224609375,0.43657226562499996,-0.017578125,0.2734375
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,1.0,<0.25,9,3,0.3333333333333333,0.0,0.841666666666659,0.025444878472222224,-0.024088541666666668,0.08529052734374998,-0.050944010416666664,-0.025499131944444444
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,1.0,<0.25,9,4,0.25,0.0,0.75,0.059027777777777776,-0.009798177083333331,0.12739800347222222,-0.016710069444444444,0.042317708333333336
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,1.0,<0.25,10,6,0.16666666666666666,0.0,0.5,-0.03709716796875,-0.10779022216796874,0.02784027099609375,0.05638427734375,0.019287109375
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,1.0,<0.25,22,14,0.21428571428571427,0.0,0.42857142857142855,-0.02130681818181818,-0.05932173295454546,0.013156960227272712,0.03977272727272727,0.018465909090909092
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,1.0,>=2.0,30,7,0.0,0.0,0.0,0.39593098958333334,0.243980712890625,0.52021728515625,-1.5321614583333334,-1.13623046875
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,1.0,>=2.0,38,33,0.0,0.0,0.0,-0.1572972347861842,-0.2232796116879112,-0.08490889699835538,2.8564645867598686,2.699167351973684
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,1.0,>=2.0,51,46,0.0,0.0,0.0,-0.24189429189644607,-0.30446244782092524,-0.1747296501608456,3.7182377833946076,3.4763434914981617
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,1.0,>=2.0,30,24,0.0,0.0,0.0,-0.1989765167236328,-0.32064346313476566,-0.07768563906351726,2.292295201619466,2.0933186848958334
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,1.0,>=2.0,7,5,0.0,0.0,0.0,-0.10714285714285714,-0.18303571428571427,-0.04229910714285725,1.0602678571428572,0.953125
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,1.0,"[0.25,0.5)",9,4,0.0,0.0,0.0,0.20786878797743055,0.0750242445203993,0.3459852430555555,-0.07527330186631945,0.1325954861111111
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,1.0,"[0.25,0.5)",9,2,0.0,0.0,0.0,0.004964192708333333,-0.048804389105902776,0.05320095486111109,-0.20225694444444445,-0.1972927517361111
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,1.0,"[0.25,0.5)",4,0,0.0,,,0.060791015625,-0.008056640625,0.14990234375,-0.333251953125,-0.2724609375
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,1.0,"[0.25,0.5)",22,11,0.0,0.0,0.0,0.004472212357954545,-0.042871648615056816,0.055995871803977255,-0.002108487215909091,0.0023637251420454545
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,1.0,"[0.25,0.5)",21,7,0.0,0.0,0.0,0.010416666666666666,-0.02905505952380952,0.052083333333333336,-0.11904761904761904,-0.10863095238095238
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,1.0,"[0.5,1.0)",27,16,0.0,0.0,0.0,0.13822993525752314,0.0525432445384838,0.2200570848253038,0.13285432038483797,0.2710842556423611
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,1.0,"[0.5,1.0)",22,14,0.0,0.0,0.0,-0.032182173295454544,-0.07410888671875,0.016255326704545443,0.2129794034090909,0.18079723011363635
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,1.0,"[0.5,1.0)",15,10,0.0,0.0,0.0,-0.02164306640625,-0.06815022786458333,0.01831349690755208,0.25592041015625,0.23427734375
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,1.0,"[0.5,1.0)",19,16,0.0,0.0,0.0,-0.030678196957236843,-0.06056406121504934,0.0012255216899670746,0.5571835166529605,0.5265053196957237
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,1.0,"[0.5,1.0)",21,10,0.0,0.0,0.0,-0.012648809523809524,-0.05505952380952381,0.030896577380952365,-0.031994047619047616,-0.044642857142857144
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,bbq,1.0,"[1.0,2.0)",26,8,0.0,0.0,0.0,0.25296724759615385,0.11363126314603365,0.37683551494891826,-0.5073336087740384,-0.25436636117788464
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,gsm_mc,1.0,"[1.0,2.0)",22,15,0.0,0.0,0.0,-0.01055908203125,-0.05006242231889205,0.03000321821732954,0.4691716974431818,0.4586126154119318
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,math_mc,1.0,"[1.0,2.0)",21,15,0.0,0.0,0.0,-0.032939365931919644,-0.0830846695672898,0.013717542375837045,0.761199224562872,0.7282598586309523
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,mmlu,1.0,"[1.0,2.0)",19,15,0.0,0.0,0.0,-0.07522904245476973,-0.13662290071186267,-0.0023152401572780184,0.8549435264185855,0.7797144839638158
bbq:c0,bbq,0,Empathy and Assertiveness Direction,False,sgxs,1.0,"[1.0,2.0)",29,14,0.0,0.0,0.0,-0.005387931034482759,-0.04310344827586207,0.033688038793103434,0.004310344827586207,-0.0010775862068965517
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,bbq,0.1,<0.25,8,3,0.0,0.0,0.0,0.025390625,-0.001953125,0.0546875,-0.017578125,0.0078125
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,gsm_mc,0.1,<0.25,9,3,0.3333333333333333,0.0,0.841666666666659,-0.016299777560763888,-0.044967736138237846,0.018497297498914923,-0.050944010416666664,-0.06724378797743055
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,math_mc,0.1,<0.25,9,4,0.0,0.0,0.0,0.014105902777777778,-0.019862196180555555,0.04222547743055554,-0.016710069444444444,-0.0026041666666666665
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,mmlu,0.1,<0.25,10,6,0.0,0.0,0.0,0.00328369140625,-0.03833740234375,0.046494140624999986,0.05638427734375,0.05966796875
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,sgxs,0.1,<0.25,22,14,0.07142857142857142,0.0,0.21428571428571427,-0.0014204545454545455,-0.02130681818181818,0.01779119318181815,0.03977272727272727,0.03835227272727273
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,bbq,0.1,>=2.0,30,7,0.0,0.0,0.0,0.000799560546875,-0.02105433146158854,0.02213638305664062,-1.5321614583333334,-1.5313618977864583
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,gsm_mc,0.1,>=2.0,38,33,0.0,0.0,0.0,0.026450709292763157,0.004585185803865133,0.04839798776726974,2.8564645867598686,2.8829152960526314
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,math_mc,0.1,>=2.0,51,46,0.0,0.0,0.0,0.022997089460784315,0.0037482766544117653,0.04310470281862743,3.7182377833946076,3.7412348728553924
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,mmlu,0.1,>=2.0,30,24,0.0,0.0,0.0,0.02390912373860677,0.0009144115447998048,0.04658257484436034,2.292295201619466,2.316204325358073
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,sgxs,0.1,>=2.0,7,5,0.0,0.0,0.0,-0.006696428571428571,-0.06696428571428571,0.03688616071428566,1.0602678571428572,1.0535714285714286
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,bbq,0.1,"[0.25,0.5)",9,4,0.0,0.0,0.0,0.006181504991319444,-0.025573221842447914,0.03442518446180556,-0.07527330186631945,-0.069091796875
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,gsm_mc,0.1,"[0.25,0.5)",9,2,0.0,0.0,0.0,0.011284722222222222,-0.021267361111111112,0.050575086805555544,-0.20225694444444445,-0.1909722222222222
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,math_mc,0.1,"[0.25,0.5)",4,0,0.0,,,-0.029541015625,-0.090576171875,0.04638671875,-0.333251953125,-0.36279296875
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,mmlu,0.1,"[0.25,0.5)",22,11,0.0,0.0,0.0,-0.006136807528409091,-0.033173717151988635,0.023209727894176125,-0.002108487215909091,-0.008245294744318182
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,sgxs,0.1,"[0.25,0.5)",21,7,0.0,0.0,0.0,0.028273809523809524,0.0007068452380952401,0.05357142857142857,-0.11904761904761904,-0.09077380952380952
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,bbq,0.1,"[0.5,1.0)",27,16,0.0,0.0,0.0,0.023223876953125,0.002170619258174191,0.04450525354456017,0.13285432038483797,0.15607819733796297
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,gsm_mc,0.1,"[0.5,1.0)",22,14,0.0,0.0,0.0,-0.011585582386363636,-0.043220658735795454,0.024128861860795454,0.2129794034090909,0.20139382102272727
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,math_mc,0.1,"[0.5,1.0)",15,10,0.0,0.0,0.0,0.01634521484375,-0.015989481608072918,0.04951192220052083,0.25592041015625,0.272265625
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,mmlu,0.1,"[0.5,1.0)",19,16,0.0,0.0,0.0,0.027173494037828948,0.006519116853412829,0.05339339406866775,0.5571835166529605,0.5843570106907895
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,sgxs,0.1,"[0.5,1.0)",21,10,0.0,0.0,0.0,-0.014136904761904762,-0.03422619047619048,0.004464285714285714,-0.031994047619047616,-0.046130952380952384
gsm_mc:c0,gsm_mc,0,Reward Model Efficacy,False,bbq,0.1,"[1.0,2.0)",26,8,0.0,0.0,0.0,0.01869788536658654,-0.004672006460336538,0.04003988412710335,-0.5073336087740384,-0.4886357234074519
